link,vacancy,company,city,experience,company_rating,wage_k,full_time,office,distant
https://hh.ru/vacancy/78791410?hhtmFrom=vacancy_search_list,Хостес,ООО Омега,Москва,0,5.0,200.0,1,0,0
https://hh.ru/vacancy/97721467?hhtmFrom=vacancy_search_list,Хостес,ООО Парадиз,Москва,0,4.6,140.0,1,0,0
https://hh.ru/vacancy/98673956?hhtmFrom=vacancy_search_list,Упаковщик Шоколада на фабрику,ООО Брайт,Москва,0,4.5,179.0,1,0,1
https://hh.ru/vacancy/98563176?hhtmFrom=vacancy_search_list,Junior IT recruiter / Рекрутер,Remokate,Москва,0,5.0,20.0,1,0,0
https://hh.ru/vacancy/98682862?hhtmFrom=vacancy_search_list,Менеджер маркетплейса Вайлбериз,VegaOks,Москва,1,5.0,50.0,1,0,0
https://hh.ru/vacancy/98633041?hhtmFrom=vacancy_search_list,Охранник,ООО Охранное предприятие Центр,Москва,0,5.0,50.0,1,0,0
https://hh.ru/vacancy/94822103?hhtmFrom=vacancy_search_list,Начинающий специалист (удаленно на телефоне),Skyeng,Москва,0,4.2,50.0,0,0,0
https://hh.ru/vacancy/98453056?hhtmFrom=vacancy_search_list,Офис-менеджер,ООО Студия Экшен фильм,Москва,1,4.3,80.0,1,1,0
https://hh.ru/vacancy/96979140?hhtmFrom=vacancy_search_list,Вожатый в летний дневной лагерь,Детский клуб Kids UP,Москва,1,5.0,50.0,1,1,0
https://hh.ru/vacancy/98590708?hhtmFrom=vacancy_search_list,СММ / Контент - менеджер,Токпокки,Москва,3,5.0,70.0,1,0,0
https://hh.ru/vacancy/98575678?hhtmFrom=vacancy_search_list,Упаковщик,ООО Геймснаб,Москва,0,5.0,60.0,1,1,0
https://hh.ru/vacancy/98426031?hhtmFrom=vacancy_search_list,Аналитик отдела снабжения,J&P Executive,Москва,1,5.0,180.0,1,1,0
https://hh.ru/vacancy/98433516?hhtmFrom=vacancy_search_list,Руководитель отдела продаж,ООО 4СКИН,Москва,6,4.3,350.0,1,1,0
https://hh.ru/vacancy/98634220?hhtmFrom=vacancy_search_list,B2B marketing manager,Linked Helper,Москва,3,5.0,368.0,1,0,0
https://hh.ru/vacancy/98462949?hhtmFrom=vacancy_search_list,Комплектовщик на склад Яндекс,Москва-Работа,Москва,0,4.7,178.0,1,0,1
https://hh.ru/vacancy/98530084?hhtmFrom=vacancy_search_list,Охранник,ЧУУНИ Сова,Москва,6,2.5,74.0,1,0,0
https://hh.ru/vacancy/78939970?hhtmFrom=vacancy_search_list,Товаровед-оценщик,ООО Аурум,Москва,0,4.9,100.0,1,0,0
https://hh.ru/vacancy/98546872?hhtmFrom=vacancy_search_list,Ученик в сервисный центр,Чернышев Иван Александрович,Москва,0,4.9,140.0,0,0,0
https://hh.ru/vacancy/98686024?hhtmFrom=vacancy_search_list,Монтажник систем очистки воды,ООО Дистель,Москва,0,4.9,200.0,1,1,0
https://hh.ru/vacancy/98441730?hhtmFrom=vacancy_search_list,Менеджер по продажам ЕЖЕДНЕВНЫЕ выплаты (удаленно),ООО Биосфера,Москва,0,4.6,60.0,1,0,0
https://hh.ru/vacancy/98448533?hhtmFrom=vacancy_search_list,Специалист технической поддержки,"Теремок, Группа компаний",Москва,1,4.1,95.6,1,0,0
https://hh.ru/vacancy/98649015?hhtmFrom=vacancy_search_list,Менеджер по продажам ЕЖЕДНЕВНЫЕ выплаты (удаленно),ООО Биосфера,Москва,0,4.6,60.0,1,0,0
https://hh.ru/vacancy/97390498?hhtmFrom=vacancy_search_list,Бухгалтер на первичную документацию,ООО НПК Специальная Металлургия-Москва,Москва,1,5.0,120.0,1,1,0
https://hh.ru/vacancy/98543488?hhtmFrom=vacancy_search_list,Директор/начальник производства,ООО Сойпром,Москва,3,5.0,170.0,1,1,0
https://hh.ru/vacancy/98556129?hhtmFrom=vacancy_search_list,Руководитель отдела продаж,ООО Марва Премиум,Москва,3,5.0,200.0,1,0,0
https://hh.ru/vacancy/98534727?hhtmFrom=vacancy_search_list,Водитель ШТАТНЫЙ / Ежедневная оплата,Trust Human Resources,Москва,0,4.9,200.0,0,0,0
https://hh.ru/vacancy/98431159?hhtmFrom=vacancy_search_list,"Менеджер чатов (удалённо, в Яндекс)",ИП Гончаров Никита Дмитриевич,Москва,0,3.1,30.0,1,0,0
https://hh.ru/vacancy/46075211?hhtmFrom=vacancy_search_list,Страховой агент,Ингосстрах,Москва,0,3.7,100.0,0,0,0
https://hh.ru/vacancy/98558760?hhtmFrom=vacancy_search_list,Билетный кассир (аэропорт Шереметьево),ООО Аэроэкспресс,Москва,0,3.7,84.0,1,0,0
https://hh.ru/vacancy/98548180?hhtmFrom=vacancy_search_list,Менеджер маркетплейс WILDBERRIES/OZON,ООО МИРЭКС,Москва,1,4.8,35.0,1,1,0
https://hh.ru/vacancy/79596558?hhtmFrom=vacancy_search_list,Менеджер стажер (без поиска клиентов/ с окладом),ООО Прайд Групп,Москва,0,4.9,150.0,1,1,0
https://hh.ru/vacancy/98362173?hhtmFrom=vacancy_search_list,Руководитель отдела продаж / Коммерческий директор,ООО Министерство Магии,Москва,3,4.7,180.0,1,1,0
https://hh.ru/vacancy/98550308?hhtmFrom=vacancy_search_list,Коммерческий директор/Руководитель отдела продаж,ООО Сойпром,Москва,3,4.7,180.0,1,1,0
https://hh.ru/vacancy/87299189?hhtmFrom=vacancy_search_list,Специалист по бронированию авиабилетов,Тинькофф,Москва,1,4.0,100.0,1,1,0
https://hh.ru/vacancy/98560922?hhtmFrom=vacancy_search_list,Сотрудник склада,ООО PetraStudio,Москва,1,4.0,80.0,1,1,0
https://hh.ru/vacancy/94060239?hhtmFrom=vacancy_search_list,Медицинская сестра/Медицинский брат,Центр психического здоровья МЕДСИ,Москва,1,4.0,80.0,1,0,0
https://hh.ru/vacancy/98575867?hhtmFrom=vacancy_search_list,"Администратор в салон красоты️ ""Голову с Плеч️""",Бутик Салон на Покровском Голову с Плеч,Москва,1,4.0,70.0,1,0,0
https://hh.ru/vacancy/98167423?hhtmFrom=vacancy_search_list,Помощник руководителя онлайн-школы,Schoolsmart,Москва,1,4.7,60.0,1,0,0
https://hh.ru/vacancy/98655555?hhtmFrom=vacancy_search_list,Помощник риелтора,МИЭЛЬ,Москва,0,4.1,220.0,1,1,0
https://hh.ru/vacancy/92687488?hhtmFrom=vacancy_search_list,Менеджер по работе с клиентами (удалённо),ProHealth,Москва,0,4.5,50.0,1,0,0
https://hh.ru/vacancy/91558774?hhtmFrom=vacancy_search_list,Начинающий специалист,Си-Эн-Эс,Москва,0,4.5,55.0,1,1,0
https://hh.ru/vacancy/98540950?hhtmFrom=vacancy_search_list,Сборщик заказов,Самокат (ООО Лидер консалт - официальный партнер),Москва,0,3.8,137.12,1,1,0
https://adsrv.hh.ru/click?b=994357&place=35&meta=ePHfTEtMR0G8K8Anv9SP1MRaFsHx7DSuUUsIpBm6XTqLU5AQfme3aeQP7vUJNwlzOWkUYihdcMfrWneYSKBS5amZj6pyc1h0oo4ggio5wXWFPeAAXlfGVCGDECx1Vck39KlLJ7Dtfzi6YAdtKQQSny84j-uEq9GiHBiudLLwepwxiFhVevmcErbmFtDs5x6DkYWxz1TEmPn0Wvds_065J7XPROHqVmzKxtY34gPuUX4tGwI3NvQLlL3j91MYbHiwe6cLZUWFYEoOOPVy_OK-HolFw5Djrh-tmBooRy5O_AzZXKT8CesY0KZxAEF_prTtfHbrT_17_nCAUKZSrmvboywe9tI46Id0Ew1J1cEi89hkueHRXX0UyFOE0BinYb-4sq0jXyoprdOU5hliPZnx_wMe1WkrsV50lKr1a4IwK-L_wFpPwasMBoOCII-E7XqiEGjUQU8gSoz0g_qDKETKgsEv94pzhPDltFpsQRNxBtfl8OBqpVM-X3M4QkF2my11tEF77avwrZwU1q3feVfLew%3D%3D&clickType=link_to_vacancy,Сборщик заказов (м. Дубровка),ВкусВилл. Даркстор,Москва,0,3.7,80.0,1,0,0
https://adsrv.hh.ru/click?b=1001605&place=36&meta=WEY3zTtpFpJmYMTO30Z6yFQM70n2q618KGH6b-Sh3WZbkCtwwevzQWv5OHgDeRvoZD2oOs3l_Bp--OoZ--7S38h-Rxqu6vMG3czmENpT2jTxLZPVFu98IDBbkiNCIjjspwGKA7PBUKaTSHhz1plddzTTT0AQBlu_9pZAeNVVZHZ2M856R0vuBosvC5vZH-zyzNzawxkK2Aacong_TR3a80S5lJjfxPVm-xaQU1UcTmkefrdNTTSMCquvBeOUl3P2PQ7PuObpdf79G7I1V_wNXplKPCQ1PwF2zGQ4zZ1WdxRlAk8pStz2y3iZ2P3Z4ymYc5WMPZYRGudP89B_8RXyFXH-Q3nbB3iudsEUJ23GyPygYbNJbQzBssZjuw5byU9hQF3n1qR2etq-orWDDptY0HLprsqBnuGWEvLT6uEEPmaiLHwYo-DDSseXtY8RzKCS0YGBO9Wuhx1aWrGaLGTOyaX6n4BCZROqxbwoqRqBkFMOplD10dHsARBmCMPAgWUaUxzADocxu2FahYLcd_xqAQ%3D%3D&clickType=link_to_vacancy,Менеджер по обработке входящих заявок,Qultura Group,Москва,1,5.0,100.0,1,1,0
https://hh.ru/vacancy/98567819?hhtmFrom=vacancy_search_list,Помощник руководителя проектов,ООО АРН ГРУПП,Москва,3,5.0,100.0,1,1,0
https://hh.ru/vacancy/98633037?hhtmFrom=vacancy_search_list,Специалист склада - WMS,ООО Хенхао,Москва,1,5.0,150.0,1,1,0
https://hh.ru/vacancy/95568843?hhtmFrom=vacancy_search_list,Администратор в ателье,ООО Придворный портной,Москва,0,2.7,120.0,1,0,0
https://hh.ru/vacancy/98527431?hhtmFrom=vacancy_search_list,Начальник охраны объекта,Легис безопасность,Москва,1,4.4,70.0,1,1,0
https://hh.ru/vacancy/98492869?hhtmFrom=vacancy_search_list,Менеджер по работе с клиентами / Менеджер по продажам (Без поиска),ООО Банкирро,Москва,1,4.4,150.0,1,1,0
https://hh.ru/vacancy/98473223?hhtmFrom=vacancy_search_list,Стажер в отдел элитной недвижимости,Homeapp,Москва,0,4.5,150.0,0,1,0
https://hh.ru/vacancy/94672720?hhtmFrom=vacancy_search_list,Стажер в рекламное агентство,Homeapp,Москва,0,3.8,150.0,0,1,0
https://hh.ru/vacancy/98596705?hhtmFrom=vacancy_search_list,Офисный водитель,Сбер для экспертов,Москва,3,4.0,93.75,1,0,0
https://hh.ru/vacancy/98483057?hhtmFrom=vacancy_search_list,Помощник Агента по продаже Квартир,ООО Высоцкий Эстейт На Ленинградке,Москва,0,5.0,190.0,1,1,0
https://hh.ru/vacancy/98456682?hhtmFrom=vacancy_search_list,"ЕЖЕДНЕВН. Упаковщик / Комплектовщик / Разнорабочий, Сберлогистика и М-Видео (Москва)",ООО Статус,Москва,0,5.0,174.0,1,0,1
https://hh.ru/vacancy/91607045?hhtmFrom=vacancy_search_list,Кладовщик-комплектовщик,ООО ОНИКС,Москва,0,5.0,80.0,1,0,0
https://hh.ru/vacancy/98601610?hhtmFrom=vacancy_search_list,Водитель электроштабелера,ООО Старый Мастер,Москва,0,3.7,82.0,1,1,0
https://hh.ru/vacancy/96522904?hhtmFrom=vacancy_search_list,Упаковщик косметики и парфюмерии,ООО Мегаперфюме,Москва,0,4.5,50.0,1,0,0
https://hh.ru/vacancy/98531694?hhtmFrom=vacancy_search_list,"Водитель-экспедитор на автомобиле компании (Nissan, Isuzu, Hyundai HD) от 8500р за день",Старо-Мытищинский Источник,Москва,1,4.6,180.0,1,1,0
https://hh.ru/vacancy/98521617?hhtmFrom=vacancy_search_list,Помощник в сервисный центр,NiceRemMoscow,Москва,0,4.9,95.0,1,1,0
https://hh.ru/vacancy/98453158?hhtmFrom=vacancy_search_list,Инженер-метролог/поверитель,ООО БД,Москва,1,4.9,110.0,1,1,0
https://hh.ru/vacancy/97989872?hhtmFrom=vacancy_search_list,Личный помощник генерального директора в сфере строительства и жкх,ИП Сентюшкин Александр Витальевич,Москва,3,4.9,135.0,1,1,0
https://hh.ru/vacancy/95864701?hhtmFrom=vacancy_search_list,Редактор,"РУНА, консалтинговая группа",Москва,1,4.5,70.0,1,0,0
https://hh.ru/vacancy/98402259?hhtmFrom=vacancy_search_list,Категорийный менеджер,ООО Фирма БиМ,Москва,1,4.5,110.0,1,1,0
https://hh.ru/vacancy/98426300?hhtmFrom=vacancy_search_list,"Курьер (от 500р/час, СВОБОДНЫЙ ГРАФИК, ПЛАТИМ ЕЖЕДНЕВНО)",Блищенко Диана Викторовна,Москва,0,4.5,120.0,0,1,0
https://hh.ru/vacancy/97225947?hhtmFrom=vacancy_search_list,Оператор Call-центра (без поиска / работа из дома),ООО Финправда,Москва,0,4.3,150.0,1,0,0
https://hh.ru/vacancy/98618228?hhtmFrom=vacancy_search_list,Водитель категории Е,ООО Ремтранслогистика,Москва,3,4.3,250.0,1,0,1
https://hh.ru/vacancy/93262529?hhtmFrom=vacancy_search_list,Менеджер по работе с Маркетплейс,Компания Тарра,Москва,1,4.3,90.0,1,1,0
https://hh.ru/vacancy/97212739?hhtmFrom=vacancy_search_list,Специалист по сборке мебели,Shkaf,Москва,1,4.5,210.0,1,1,0
https://hh.ru/vacancy/98430392?hhtmFrom=vacancy_search_list,Главный бухгалтер,ООО Филтер,Москва,3,4.5,130.0,1,1,0
https://hh.ru/vacancy/98614891?hhtmFrom=vacancy_search_list,Creator/Креатор (Influence Marketing),WildJam,Москва,1,4.1,100.0,1,1,0
https://hh.ru/vacancy/87686825?hhtmFrom=vacancy_search_list,Мобильный сборщик заказов ВкусВилл,ВкусВилл. Даркстор,Москва,0,3.7,100.0,1,0,0
https://hh.ru/vacancy/98407907?hhtmFrom=vacancy_search_list,Менеджер по работе с маркетплейсом (e-commerce) работа в офисе.,СИМБАТ,Москва,1,3.7,250.0,1,1,0
https://hh.ru/vacancy/98680067?hhtmFrom=vacancy_search_list,Главный бухгалтер в единственном лице,ООО Силанга Групп,Москва,3,4.8,120.0,1,1,0
https://hh.ru/vacancy/98598422?hhtmFrom=vacancy_search_list,Оператор/консультант по транспортным услугам (без продаж),ООО Миксбс,Москва,0,4.5,40.0,1,0,0
https://hh.ru/vacancy/98625081?hhtmFrom=vacancy_search_list,HR менеджер/Рекрутер,ООО ЖБИСТРОЙ,Москва,1,4.8,70.0,1,0,0
https://hh.ru/vacancy/98313654?hhtmFrom=vacancy_search_list,Врач-косметолог/дерматовенеролог,Центр здоровья Verba Mayr,Москва,3,4.6,500.0,1,0,0
https://hh.ru/vacancy/96896561?hhtmFrom=vacancy_search_list,Оператор на телефоне / Оператор Call-центра (удаленно),I-Brand,Москва,0,5.0,50.0,1,0,0
https://hh.ru/vacancy/97619288?hhtmFrom=vacancy_search_list,"Курьер, легких заказов - совмещение без графика. СРОЧНО!",КурьерыПро,Москва,0,4.7,179.0,0,0,0
https://hh.ru/vacancy/98472082?hhtmFrom=vacancy_search_list,Водитель-экспедитор категории Е,Дёрова Лина Владимировна,Москва,3,4.7,190.0,1,0,1
https://hh.ru/vacancy/90073765?hhtmFrom=vacancy_search_list,Курьер,ДОСТАЕВСКИЙ,Москва,0,4.0,169.47,0,0,0
https://hh.ru/vacancy/96395309?hhtmFrom=vacancy_search_list,Водитель смены на автомобиль компании (Camry),ООО Омега,Москва,0,3.3,100.0,1,1,0
https://hh.ru/vacancy/97411021?hhtmFrom=vacancy_search_list,Аккаунт-менеджер по работе клиентами (COLIZEUM),ИП Соловьев Денис Михайлович,Москва,1,3.3,90.0,1,1,0
https://hh.ru/vacancy/98484232?hhtmFrom=vacancy_search_list,Менеджер по продажам автомобилей OMODA,АО Рольф. Продажи,Москва,1,4.3,200.0,1,0,0
https://hh.ru/vacancy/98601910?hhtmFrom=vacancy_search_list,Сотрудник в пункт выдачи заказов,Lamoda,Москва,0,3.9,75.0,1,0,0
https://hh.ru/vacancy/68521499?hhtmFrom=vacancy_search_list,Охранник (г. Москва-Московская область),Легис безопасность,Москва,0,4.4,60.0,1,0,1
https://hh.ru/vacancy/96494456?hhtmFrom=vacancy_search_list,Сборщик,СберМаркет Сборка и доставка,Москва,0,3.6,108.0,0,0,0
https://hh.ru/vacancy/98453931?hhtmFrom=vacancy_search_list,Оператор call-центра,ООО Базис,Москва,0,3.6,80.0,1,1,0
https://hh.ru/vacancy/97928268?hhtmFrom=vacancy_search_list,"Водитель-курьер ""Альтернативной Службы Доставки""",ВкусВилл. Даркстор,Москва,0,3.7,135.0,0,0,0
https://hh.ru/vacancy/98407170?hhtmFrom=vacancy_search_list,Курьер легких заказов,Курьерская служба - Курьер,Москва,0,4.5,133.5,0,0,0
https://hh.ru/vacancy/98549273?hhtmFrom=vacancy_search_list,Кладовщик на торговую площадку,ООО СК КРЕПОСТЬ,Москва,1,3.9,80.0,1,1,0
https://hh.ru/vacancy/98441674?hhtmFrom=vacancy_search_list,Водитель-курьер на личном автомобиле,ООО Сити Логистик,Москва,0,5.0,180.0,1,0,0
https://hh.ru/vacancy/98440294?hhtmFrom=vacancy_search_list,Оператор-кассир АЗС (Москва),ООО Гaзпромнефть-Центр,Москва,0,2.9,80.0,1,0,0
https://hh.ru/vacancy/98516307?hhtmFrom=vacancy_search_list,Водитель с личным грузовым автомобилем (1-1.5тонн),ООО Газтраснавто,Москва,1,2.9,140.0,1,1,0
https://hh.ru/vacancy/98624136?hhtmFrom=vacancy_search_list,"Full-stack разработчик (JavaScript, PostgreSQL)",ООО Кофенью,Москва,3,2.9,250.0,1,1,0
https://adsrv.hh.ru/click?b=1001516&place=35&meta=Dd2AyR17_rGtPtZ_yHExs_O1ATPrVmA-o_CgqNEXbov5CROLoqV5W5TLOlod2f91Jl7TH0_LKrxVyOlQ6uhZEC-Dio1NuZTPsxBTENl4zYS15ARoCPauFhcaizAk4tbuVSpF2tMIoY8MvUSkvmCvM-vDPkuCf6QY1EWTolSQDzPSupbAZyShKcmb6emeEo6RWK1uiP1w252-f1r2Derkhaj7TpwxkgRdIpK3ORu7A7evWXIhdlCRYM8VcKSSiKaFtXQlbs1UzO6qITw4PSdhPQwtpYkS7mLVJLHQFYA7151L6cbU_25wgqXohne583WK28L7CtzHCmlk52b3CtSZcwIrNYPA-3lPyRQM3W2nFkGlHkdHff3PczN6a73-sttULfQxeObS4mv5yc4pFUsdkDd4pxtAAkQe5NH9veEc-8KLtHmnCj1K7ve2d_AGfG0U3eD8TH6HtFRPPPLeuh1TKtbZEpbPs4z9mJzgnvsij4Ieur8DF8jpocEzuOBd_NKz1xZLFfybAeEtsiFY4su5jg%3D%3D&clickType=link_to_vacancy,Продавец-консультант,ООО Аргесто,Москва,1,2.9,120.0,1,0,0
https://adsrv.hh.ru/click?b=1007210&place=36&meta=A_ox6NfuZdPZJ3VgNmo8NqG_d1oeXMfi1_8rqscxGMiUAJnjPWW1CDrTF1cGCbDpja4kJWfy21zBVgPD8vL0RADVZsFhC9ZYOaXC31uQzNKPjFqnKqJ7nxSMHS5d5bQVqopDoHXLoJAHalzPx8cLX5FXjd7WDjBcKbOqI4g0XKaI3b38ISQDya53qmyvyQFY2kFXrIIv7mXboQg1IYUtLl76A7a_dZxraZOJlpr1DSsIQOmSZQLyhiEymZ6JQ-YuuTkS-qA4TUNivIrJFxD9GTU4fmYrwI0RMVEMULi_Jn0wS64fUVKCOX4ecGoSmi-or06aIBZ28qz_eJZcG3dUN_Az1lj-5Rk0dm06BpudJ9X3JpADsV1bCvKepPghaDQpuRh-FrIb0LIEr6RfYBWQIR_ut4L9kKM7bhk9aBG3TZA2qy82JeSRyL-rrhDEtDW-GNUCTvhEw5GRBL3CU6JcYPD-eRjLsg3aSZQ0HFghJzCqt1I9R2kre4K7YFZc7MTThyfzHvGTtcyTWgALqMeV5A%3D%3D&clickType=link_to_vacancy,"Официант в ресторан Японской кухни ""Koi""",RYBA FAMILY,Москва,0,2.9,100.0,1,1,0
https://hh.ru/vacancy/98477452?hhtmFrom=vacancy_search_list,Арт-директор/Руководитель отдела дизайна (Офис Москва-Сити),ИП Соловьев Денис Михайлович,Москва,1,2.9,150.0,1,1,0
https://hh.ru/vacancy/98466723?hhtmFrom=vacancy_search_list,Официант в Ян Примус (м. Белорусская),ООО Примус Хаус,Москва,0,2.9,80.0,1,0,0
https://hh.ru/vacancy/90547035?hhtmFrom=vacancy_search_list,Оператор call-центра,ООО МБ МСК,Москва,0,4.2,80.0,1,1,0
https://hh.ru/vacancy/97197412?hhtmFrom=vacancy_search_list,Middle/Senior 2D Artist (GameDev + UI),ИП Ильин Иван Андреевич,Москва,3,4.2,200.0,1,1,0
https://hh.ru/vacancy/97395216?hhtmFrom=vacancy_search_list,Специалист технической поддержки,ECCO,Москва,1,3.8,100.0,1,0,0
https://hh.ru/vacancy/98486357?hhtmFrom=vacancy_search_list,Менеджер по продаже образовательных курсов / карьерный консультант Skypro (удаленно),Skyeng,Москва,1,4.2,200.0,1,0,0
https://hh.ru/vacancy/96604469?hhtmFrom=vacancy_search_list,Ассистент руководителя,Skyeng,Москва,1,3.8,200.0,1,1,0
https://hh.ru/vacancy/98462763?hhtmFrom=vacancy_search_list,Специалист по подбору персонала в сфере EdTech (удаленно),Университет искусственного интеллекта,Москва,1,4.5,80.0,1,0,0
https://hh.ru/vacancy/98623606?hhtmFrom=vacancy_search_list,Менеджер по продажам (горячие заявки),Институт инноваций и права,Москва,0,4.7,70.0,1,0,0
https://hh.ru/vacancy/98490975?hhtmFrom=vacancy_search_list,Помощник на склад,Сеть розничных магазинов Case Store,Москва,0,4.7,60.0,1,1,0
https://hh.ru/vacancy/98478957?hhtmFrom=vacancy_search_list,Официант,Тинта,Москва,1,4.7,90.0,1,1,0
https://hh.ru/vacancy/98685119?hhtmFrom=vacancy_search_list,Специалист по продажам со знанием Европейских языков / Sales Manager (ENG/DE/FR/ROU/CZ),ООО Вертикаль,Москва,0,4.7,240.0,1,1,0
https://hh.ru/vacancy/98532003?hhtmFrom=vacancy_search_list,Упаковщик/ Укладчик/ Разнорабочий на Производство Косметики (г.Москва) от 15 смен+такси с вокзала,ООО Энергощит,Москва,0,4.7,174.5,1,0,1
https://hh.ru/vacancy/97258424?hhtmFrom=vacancy_search_list,Менеджер по продажам удаленная работа,ООО Агентство Медиа-Программы,Москва,0,4.5,80.0,0,0,0
https://hh.ru/vacancy/98472539?hhtmFrom=vacancy_search_list,Офис-менеджер,Чернышев Иван Александрович,Москва,0,4.5,60.0,1,1,0
https://hh.ru/vacancy/98462414?hhtmFrom=vacancy_search_list,Юрист,Чернышев Иван Александрович,Москва,0,5.0,60.0,1,1,0
https://hh.ru/vacancy/94114852?hhtmFrom=vacancy_search_list,Повар-буфетчица/буфетчик,Центр психического здоровья МЕДСИ,Москва,3,5.0,80.0,1,0,0
https://hh.ru/vacancy/96498201?hhtmFrom=vacancy_search_list,Менеджер интернет магазина по продаже медицинских гаджетов (удалённо / офис),HEALTHBAND,Москва,3,5.0,120.0,1,1,0
https://hh.ru/vacancy/98682253?hhtmFrom=vacancy_search_list,Официант,Чисто Ростовский Бар,Москва,0,5.0,80.0,1,1,0
https://hh.ru/vacancy/95001827?hhtmFrom=vacancy_search_list,Бариста,Pims (ИП Сангулия Астамур Алхасович),Москва,1,5.0,99.5,0,0,0
https://hh.ru/vacancy/98596418?hhtmFrom=vacancy_search_list,Водитель аренда бесплатно,ООО Прайм Плюс,Москва,0,4.7,130.0,0,0,0
https://hh.ru/vacancy/98600455?hhtmFrom=vacancy_search_list,"Курьер документов, посылок и подарков",Dostavista.ru служба доставки,Москва,0,4.0,47.0,0,0,0
https://hh.ru/vacancy/96986115?hhtmFrom=vacancy_search_list,Разнорабочий - Упаковщик на производство сигарет,Vahta.org,Москва,0,4.2,148.0,1,0,1
https://hh.ru/vacancy/92819197?hhtmFrom=vacancy_search_list,"Представитель банка (работа через приложение,безбумажная технология)",АО ЕФР,Москва,0,4.7,120.0,1,1,0
https://hh.ru/vacancy/98431130?hhtmFrom=vacancy_search_list,Курьер на легкие заказы по Москве,ООО Курьерист,Москва,0,4.2,119.95,0,0,0
